Monkey #;No. of traits;Points;Background;Points;Fur;Points;Clothes;Points;Mouth;Points;Eyes;Points;Nose Wear;Points;Face Masks;Points;Ears;Points;Eye Wear;Points;Head;Points;Total Score 
813;2;1.87;Grey;3.33;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Beenie hat;90.91;157.12
814;2;1.87;Grey;3.33;Grey;10.00;Sports jacket;29.41;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;90.63
815;2;1.87;Grey;3.33;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bobble hat;71.43;134.57
816;2;1.87;Grey;3.33;Dark brown;6.25;Denim jacket;37.04;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;95.41
817;2;1.87;Grey;3.33;Dark brown;6.25;Ripped t-shirt;27.03;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Headphones;83.33;143.56
818;2;1.87;Grey;3.33;Brown;3.45;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Headphones;83.33;151.86
819;2;1.87;Grey;3.33;Dark brown;6.25;Basketball jersey;35.71;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Cowboy hat;76.92;156.40
820;2;1.87;Grey;3.33;Brown;3.45;T-Shirt;24.39;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;77.50
821;2;1.87;Grey;3.33;Dark brown;6.25;Prison jumpsuit;33.33;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;93.95
822;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Straw hat;90.91;163.77
823;2;1.87;Grey;3.33;Dark brown;6.25;Dungarees;34.48;Side smile;13.33;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;89.31
824;2;1.87;Grey;3.33;Dark brown;6.25;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Baseball hat;55.56;126.29
825;2;1.87;Grey;3.33;Dark brown;6.25;Lumberjack shirt;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Pirates hat;62.50;131.51
826;2;1.87;Grey;3.33;Dark brown;6.25;Sports jacket;29.41;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;85.51
827;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Missing teeth;16.13;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;74.28
828;2;1.87;Grey;3.33;Brown;3.45;Dungarees;34.48;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Bandana;76.92;148.20
829;2;1.87;Grey;3.33;Brown;3.45;Lumberjack shirt;29.41;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Beenie hat;90.91;155.14
830;2;1.87;Grey;3.33;Brown;3.45;Basketball jersey;35.71;Silver teeth;20.00;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;86.48
831;2;1.87;Grey;3.33;Dark brown;6.25;Hoodie;25.64;Goofy smile;18.52;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;85.66
832;2;1.87;Grey;3.33;Brown;3.45;Hoodie;25.64;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;81.02
833;2;1.87;Grey;3.33;Dark brown;6.25;Silver chain;26.32;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Beenie hat;90.91;150.43
834;2;1.87;Grey;3.33;Grey;10.00;Basketball jersey;35.71;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bucket hat;58.82;131.48
835;2;1.87;Grey;3.33;Dark brown;6.25;Dungarees;34.48;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Headphones;83.33;153.39
836;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Silver teeth;20.00;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;80.39
837;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Cowboy hat;76.92;139.90
838;2;1.87;Grey;3.33;Brown;3.45;Hoodie;25.64;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;76.14
839;2;1.87;Grey;3.33;Dark brown;6.25;Basketball jersey;35.71;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;89.78
840;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;79.83
841;2;1.87;Grey;3.33;Grey;10.00;Leather jacket;30.30;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Military hat;83.33;158.51
842;2;1.87;Grey;3.33;Dark brown;6.25;Silver chain;26.32;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Beenie hat;90.91;156.14
843;2;1.87;Grey;3.33;Brown;3.45;Denim jacket;37.04;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Bobble hat;71.43;149.44
844;2;1.87;Grey;3.33;Brown;3.45;Ripped t-shirt;27.03;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Headphones;83.33;139.99
845;2;1.87;Grey;3.33;Dark brown;6.25;Leather jacket;30.30;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;90.38
846;2;1.87;Grey;3.33;Grey;10.00;Clock chain;27.78;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;84.83
847;2;1.87;Grey;3.33;Dark brown;6.25;Prison jumpsuit;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Baseball hat;55.56;128.49
848;2;1.87;Grey;3.33;Dark brown;6.25;Bulletproof vest;33.33;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;91.70
849;2;1.87;Grey;3.33;Dark brown;6.25;Lumberjack shirt;29.41;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;85.86
850;2;1.87;Grey;3.33;Brown;3.45;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Beenie hat;90.91;154.03
851;2;1.87;Grey;3.33;Brown;3.45;Denim jacket;37.04;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;87.54
852;2;1.87;Grey;3.33;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Bucket hat;58.82;128.95
853;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bobble hat;71.43;129.21
854;2;1.87;Grey;3.33;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Cowboy hat;76.92;147.30
855;2;1.87;Grey;3.33;Brown;3.45;Denim jacket;37.04;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Baseball hat;55.56;127.42
856;2;1.87;Grey;3.33;Dark brown;6.25;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Bucket hat;58.82;133.53
857;2;1.87;Grey;3.33;Dark brown;6.25;Basketball jersey;35.71;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;92.60
858;2;1.87;Grey;3.33;Dark brown;6.25;T-Shirt;24.39;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;86.39
859;2;1.87;Grey;3.33;Grey;10.00;Bulletproof vest;33.33;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;92.99
860;2;1.87;Grey;3.33;Brown;3.45;Dungarees;34.48;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;84.15
861;2;1.87;Grey;3.33;Brown;3.45;Bulletproof vest;33.33;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;90.50
862;2;1.87;Grey;3.33;Grey;10.00;Basketball jersey;35.71;Silver teeth;20.00;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;93.03
863;2;1.87;Grey;3.33;Grey;10.00;Leather jacket;30.30;Goofy smile;18.52;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;91.85
864;2;1.87;Grey;3.33;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;82.47
865;2;1.87;Grey;3.33;Dark brown;6.25;Bone necklace;25.00;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Military hat;83.33;140.76
866;2;1.87;Grey;3.33;Dark brown;6.25;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Military hat;83.33;156.26
867;2;1.87;Grey;3.33;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Military hat;83.33;153.46
868;2;1.87;Grey;3.33;Brown;3.45;Dungarees;34.48;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Bandana;76.92;153.01
869;2;1.87;Grey;3.33;Brown;3.45;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Pirates hat;62.50;128.50
870;2;1.87;Grey;3.33;Grey;10.00;Ripped t-shirt;27.03;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Baseball hat;55.56;123.96
871;2;1.87;Grey;3.33;Brown;3.45;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Cowboy hat;76.92;144.85
872;2;1.87;Grey;3.33;Brown;3.45;Sports jacket;29.41;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;81.46
873;2;1.87;Grey;3.33;Dark brown;6.25;Bone necklace;25.00;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;88.30
874;2;1.87;Grey;3.33;Grey;10.00;Basketball jersey;35.71;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Headphones;83.33;155.22
875;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;82.60
876;2;1.87;Grey;3.33;Brown;3.45;Dungarees;34.48;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Military hat;83.33;147.44
877;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Military hat;83.33;147.36
878;2;1.87;Grey;3.33;Dark brown;6.25;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Baseball hat;55.56;130.58
879;2;1.87;Grey;3.33;Brown;3.45;Sports jacket;29.41;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;91.39
880;2;1.87;Grey;3.33;Brown;3.45;Sports jacket;29.41;Missing teeth;16.13;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;84.24
881;2;1.87;Grey;3.33;Dark brown;6.25;Denim jacket;37.04;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Pirates hat;62.50;132.74
882;2;1.87;Grey;3.33;Grey;10.00;Bone necklace;25.00;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;85.64
883;2;1.87;Grey;3.33;Brown;3.45;Hoodie;25.64;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;81.33
884;2;1.87;Grey;3.33;Dark brown;6.25;T-Shirt;24.39;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bobble hat;71.43;130.86
885;2;1.87;Grey;3.33;Brown;3.45;T-Shirt;24.39;Goofy smile;18.52;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;76.06
886;2;1.87;Grey;3.33;Grey;10.00;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Baseball hat;55.56;128.56
887;2;1.87;Grey;3.33;Brown;3.45;Lumberjack shirt;29.41;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bucket hat;58.82;120.66
888;2;1.87;Grey;3.33;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;80.14
889;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;85.34
890;2;1.87;Grey;3.33;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Pirates hat;62.50;132.63
891;2;1.87;Grey;3.33;Brown;3.45;Denim jacket;37.04;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;92.61
892;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bandana;76.92;140.95
893;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Cowboy hat;76.92;144.97
894;2;1.87;Grey;3.33;Brown;3.45;T-Shirt;24.39;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;79.06
895;2;1.87;Grey;3.33;Dark brown;6.25;Bone necklace;25.00;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Straw hat;90.91;149.11
896;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;78.11
897;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Pirates hat;62.50;124.15
898;2;1.87;Grey;3.33;Brown;3.45;Denim jacket;37.04;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Backwards hat;83.33;153.15
899;2;1.87;Grey;3.33;Brown;3.45;Basketball jersey;35.71;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Baseball hat;55.56;132.88
900;2;1.87;Grey;3.33;Dark brown;6.25;Ripped t-shirt;27.03;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bobble hat;71.43;134.04
901;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Military hat;83.33;145.13
902;2;1.87;Grey;3.33;Grey;10.00;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Beenie hat;90.91;157.66
903;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;84.76
904;2;1.87;Grey;3.33;Dark brown;6.25;High visibility vest;31.25;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bucket hat;58.82;127.69
905;2;1.87;Grey;3.33;Brown;3.45;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Pirates hat;62.50;135.36
906;2;1.87;Grey;3.33;Brown;3.45;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Cowboy hat;76.92;144.02
907;2;1.87;Grey;3.33;Brown;3.45;Ripped t-shirt;27.03;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bobble hat;71.43;130.89
908;2;1.87;Grey;3.33;Dark brown;6.25;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Straw hat;90.91;156.15
909;2;1.87;Grey;3.33;Dark brown;6.25;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Bandana;76.92;149.11
910;2;1.87;Grey;3.33;Brown;3.45;Sports jacket;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Bandana;76.92;147.30
911;2;1.87;Grey;3.33;Brown;3.45;Prison jumpsuit;33.33;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;85.03
912;2;1.87;Grey;3.33;Brown;3.45;Denim jacket;37.04;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;88.31
913;2;1.87;Grey;3.33;Dark brown;6.25;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Military hat;83.33;149.25
914;2;1.87;Grey;3.33;Dark brown;6.25;Denim jacket;37.04;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bucket hat;58.82;130.90
915;2;1.87;Grey;3.33;Dark brown;6.25;Sports jacket;29.41;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;81.88
916;2;1.87;Grey;3.33;Brown;3.45;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Cowboy hat;76.92;139.36
917;2;1.87;Grey;3.33;Grey;10.00;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Baseball hat;55.56;130.16
918;2;1.87;Grey;3.33;Brown;3.45;Bone necklace;25.00;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;82.17
919;2;1.87;Grey;3.33;Brown;3.45;Sports jacket;29.41;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;80.68
920;2;1.87;Grey;3.33;Grey;10.00;T-Shirt;24.39;Missing teeth;16.13;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;83.55
921;2;1.87;Grey;3.33;Dark brown;6.25;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Pirates hat;62.50;124.89
922;2;1.87;Grey;3.33;Brown;3.45;Dungarees;34.48;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Backwards hat;83.33;158.78
923;2;1.87;Grey;3.33;Grey;10.00;Basketball jersey;35.71;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Cowboy hat;76.92;151.42
924;2;1.87;Grey;3.33;Brown;3.45;Silver chain;26.32;Silver teeth;20.00;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;85.02
925;2;1.87;Grey;3.33;Brown;3.45;Puffer vest;31.25;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;80.92
926;2;1.87;Grey;3.33;Brown;3.45;T-Shirt;24.39;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;85.73
927;2;1.87;Grey;3.33;Dark brown;6.25;Hoodie;25.64;Missing teeth;16.13;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;75.34
928;2;1.87;Grey;3.33;Dark brown;6.25;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Straw hat;90.91;163.84
929;2;1.87;Grey;3.33;Brown;3.45;Lumberjack shirt;29.41;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;85.10
930;2;1.87;Grey;3.33;Dark brown;6.25;High visibility vest;31.25;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;87.35
931;2;1.87;Grey;3.33;Dark brown;6.25;Lumberjack shirt;29.41;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;86.88
932;2;1.87;Grey;3.33;Dark brown;6.25;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Straw hat;90.91;158.29
933;2;1.87;Grey;3.33;Brown;3.45;T-Shirt;24.39;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bucket hat;58.82;121.54
934;2;1.87;Grey;3.33;Grey;10.00;High visibility vest;31.25;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Backwards hat;83.33;155.95
935;2;1.87;Grey;3.33;Grey;10.00;Prison jumpsuit;33.33;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;95.45
936;2;1.87;Grey;3.33;Brown;3.45;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Pirates hat;62.50;124.02
937;2;1.87;Grey;3.33;Grey;10.00;High visibility vest;31.25;Side smile;13.33;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;87.61
938;2;1.87;Grey;3.33;Grey;10.00;T-Shirt;24.39;Silver teeth;20.00;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;81.71
939;2;1.87;Grey;3.33;Brown;3.45;Lumberjack shirt;29.41;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;89.91
940;2;1.87;Grey;3.33;Brown;3.45;Sports jacket;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Baseball hat;55.56;120.17
941;2;1.87;Grey;3.33;Dark brown;6.25;Puffer vest;31.25;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;93.25
942;2;1.87;Grey;3.33;Brown;3.45;Bulletproof vest;33.33;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bobble hat;71.43;137.54
943;2;1.87;Grey;3.33;Dark brown;6.25;Clock chain;27.78;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;87.56
944;2;1.87;Grey;3.33;Grey;10.00;Silver chain;26.32;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;86.96
945;2;1.87;Grey;3.33;Brown;3.45;Leather jacket;30.30;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;82.35
946;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Headphones;83.33;147.91
947;2;1.87;Grey;3.33;Brown;3.45;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Beenie hat;90.91;153.89
948;2;1.87;Grey;3.33;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;88.77
949;2;1.87;Grey;3.33;Grey;10.00;Basketball jersey;35.71;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Pirates hat;62.50;145.73
950;2;1.87;Grey;3.33;Dark brown;6.25;T-Shirt;24.39;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;85.30
